55090,0,-9.775525,0.3830723,0.4692635,-0.04702285,-0.002878535,0.02790103,38.71,101636.3,-9.275165
55140,0,-9.811439,0.4070143,0.3854665,-0.0566155,-0.001013298,0.02377086,38.71,101636.3,-9.275165
55193,0,-9.76116,0.3711013,0.4022259,-0.0438253,-0.008207787,0.02870042,38.71,101635.7,-9.222565
55243,0,-9.785102,0.4788404,0.4022259,-0.04822193,-0.004210849,0.02963304,38.71,101635.7,-9.222565
55322,0,-9.780313,0.4046201,0.3974375,-0.05035363,-0.000880066,0.02683518,38.71,101635.7,-9.222565
55372,0,-9.792285,0.3998317,0.3734955,-0.04648993,-0.005010237,0.03123182,38.71,101636.4,-9.27767
55446,0,-9.794679,0.4932055,0.4596867,-0.0523521,-0.00341146,0.0281675,38.71,101635.7,-9.222565
55496,0,-9.785102,0.4525041,0.4022259,-0.0523521,-0.003677923,0.02936658,38.71,101635,-9.167459
55569,0,-9.77792,0.4237737,0.4405331,-0.04502438,0.000185784,0.03229767,38.71,101635.7,-9.222565
55631,0,-9.792285,0.4525041,0.4381389,-0.04955424,-0.002079148,0.02949981,38.71,101636.4,-9.27767
55681,0,-9.756371,0.4141969,0.4429273,-0.05288503,-0.004344079,0.02430379,38.71,101635.7,-9.225069
55731,0,-9.763555,0.4261679,0.4261679,-0.04609023,-0.004344079,0.02643549,38.71,101635.7,-9.225069
55781,0,-9.794679,0.3711013,0.4525041,-0.0438253,-0.007141937,0.0302992,38.71,101635,-9.169965
55831,0,-9.780313,0.4548983,0.4118027,-0.05035363,-0.004610543,0.02190562,38.71,101635,-9.169965
55881,0,-9.82341,0.4141969,0.344765,-0.05062009,-0.000746835,0.02936658,38.71,101634.3,-9.11486
55931,0,-9.799467,0.4046201,0.3280056,-0.04222652,-0.005942855,0.0256361,38.71,101634.3,-9.11486
56000,0,-9.821015,0.4381389,0.3256114,-0.04928778,-0.005942855,0.02710165,38.71,101633.6,-9.06226
56050,0,-9.811439,0.4261679,0.4429273,-0.05408411,-0.005942855,0.03229767,38.71,101633.6,-9.06226
56124,0,-9.811439,0.4141969,0.4070143,-0.04635669,-0.004344079,0.02510318,38.71,101633.6,-9.06226
56174,0,-9.799467,0.4094085,0.3902549,-0.04662315,-0.005809624,0.0281675,38.71,101632.9,-9.007154
56248,0,-9.770737,0.4309563,0.4572925,-0.05488349,-0.001546222,0.02843396,38.71,101632.9,-9.007154
56299,0,-9.801862,0.4094085,0.3663129,-0.04515761,-0.005543161,0.03096535,38.71,101632.9,-9.007154
56375,0,-9.792285,0.4405331,0.4141969,-0.04875485,-0.00540993,0.02763457,38.71,101632.9,-9.007154
56425,0,-9.811439,0.4333505,0.3303998,-0.05181918,-0.002212379,0.02883365,38.72,101633,-9.009659
56499,0,-9.780313,0.4333505,0.4309563,-0.03836282,-0.01073918,0.02630226,38.72,101633,-9.009659
56549,0,-9.78989,0.4477157,0.3950433,-0.04862163,-0.003944386,0.02910012,38.72,101632.3,-8.957059
56625,0,-9.768343,0.4046201,0.3830723,-0.04822193,-0.005010237,0.02936658,38.72,101632.3,-8.957059
56675,0,-9.801862,0.4189853,0.3687071,-0.04728931,-0.002612073,0.0260358,38.72,101632.3,-8.957059
56754,0,-9.773131,0.4333505,0.3926491,-0.04755578,-0.004210849,0.0281675,38.72,101632.3,-8.901954
56804,0,-9.794679,0.4237737,0.3160346,-0.04462469,-0.002212379,0.02736811,38.72,101631.6,-8.901954
56877,0,-9.80665,0.4094085,0.4333505,-0.0438253,-0.0074084,0.02710165,38.72,101632.3,-8.957059
56927,0,-9.787497,0.4094085,0.4477157,-0.0455573,-0.00540993,0.03163151,38.72,101633.7,-9.064764
57005,0,-9.742006,0.3998317,0.3663129,-0.04942101,-0.003811154,0.02696841,38.72,101633,-9.009659
57055,0,-9.780313,0.4046201,0.4357447,-0.0455573,-0.007674862,0.0256361,38.72,101633,-9.064764
57128,0,-9.809045,0.4333505,0.3064578,-0.04409176,0.000319016,0.02630226,38.72,101634.3,-9.117364
57178,0,-9.780313,0.4141969,0.4165911,-0.05634904,-0.002745303,0.02856719,38.72,101634.3,-9.117364
57268,0,-9.77792,0.3711013,0.3663129,-0.04515761,-0.000347141,0.03096535,38.72,101636.4,-9.28268
57319,0,-9.77792,0.5003881,0.4141969,-0.04782224,-0.005143468,0.0260358,38.72,101635.7,-9.225069
57371,0,-9.77792,0.4453215,0.3184288,-0.04529084,-0.006209318,0.03003273,38.72,101635.7,-9.225069
57421,0,-9.797073,0.3423708,0.3256114,-0.04835516,-0.007141937,0.02696841,38.72,101636.4,-9.280174
57500,0,-9.780313,0.3974375,0.3711013,-0.04715608,-0.005276699,0.02923335,38.72,101636.4,-9.280174
57550,0,-9.780313,0.4237737,0.3375824,-0.05328472,-0.004610543,0.02643549,38.72,101636.4,-9.280174
57627,0,-9.758766,0.4141969,0.4022259,-0.04222652,-0.01073918,0.03123182,38.72,101637.1,-9.335279
57677,0,-9.782708,0.4429273,0.4261679,-0.04635669,-0.005809624,0.0298995,38.72,101637.1,-9.335279
57750,0,-9.77792,0.3998317,0.3687071,-0.05075333,-0.00127976,0.0277678,38.72,101637.8,-9.390385
57800,0,-9.794679,0.4429273,0.4118027,-0.04182683,-0.007541632,0.02936658,38.72,101638.5,-9.442985
57874,0,-9.78989,0.4022259,0.4165911,-0.0480887,-0.004344079,0.02576933,38.72,101637.8,-9.390385
57924,0,-9.780313,0.4070143,0.3974375,-0.05008717,-0.005276699,0.02790103,38.72,101637.8,-9.390385
58014,0,-9.799467,0.4381389,0.3687071,-0.045957,-0.006209318,0.02976627,38.72,101637.8,-9.390385
58065,0,-9.765948,0.3974375,0.3998317,-0.05514996,-0.003011767,0.03043243,38.72,101637.8,-9.390385
58117,0,-9.78989,0.4285621,0.3663129,-0.05048686,-0.000880066,0.02510318,38.72,101637.1,-9.335279
58189,0,-9.787497,0.4118027,0.4213795,-0.04049452,-0.004743773,0.02696841,38.72,101637.1,-9.335279
58239,0,-9.770737,0.4453215,0.4429273,-0.04569054,-0.003011767,0.0256361,38.72,101637.1,-9.335279
58289,0,-9.80665,0.4022259,0.3639187,-0.05128625,-0.003011767,0.02270501,38.72,101637.1,-9.335279
58339,0,-9.80665,0.4285621,0.4046201,-0.05181918,-0.003544692,0.03416291,38.72,101637.8,-9.390385
58413,0,-9.801862,0.4189853,0.4692635,-0.04795547,-0.006875474,0.03096535,38.72,101638.5,-9.442985
58463,0,-9.794679,0.4237737,0.3854665,-0.05315149,-0.003811154,0.02643549,38.72,101639.2,-9.49809
58537,0,-9.773131,0.4692635,0.4118027,-0.04502438,-0.005809624,0.02949981,38.72,101638.5,-9.442985
58587,0,-9.775525,0.4141969,0.4189853,-0.03902897,-0.003011767,0.03083212,38.72,101638.5,-9.442985
58661,0,-9.794679,0.4501099,0.3615245,-0.04942101,-0.005143468,0.02643549,38.72,101638.5,-9.442985
58712,0,-9.770737,0.3902549,0.4141969,-0.04715608,-0.006076087,0.02470348,38.72,101638.5,-9.442985
58762,0,-9.78989,0.4213795,0.4237737,-0.04662315,-0.008341019,0.02696841,38.73,101638.5,-9.442985
58812,0,-9.77792,0.4141969,0.4237737,-0.04795547,-0.005143468,0.02576933,38.73,101638.5,-9.442985
58862,0,-9.813833,0.4596867,0.4165911,-0.05195241,-0.006076087,0.02856719,38.73,101638.5,-9.442985
58934,0,-9.758766,0.3902549,0.4716577,-0.05088656,-0.009806562,0.02830073,38.73,101637.8,-9.390385
58984,0,-9.792285,0.4189853,0.4644751,-0.04462469,0.00085194,0.02723488,38.73,101637.8,-9.390385
59063,0,-9.76116,0.4333505,0.3567361,-0.05115302,-0.004077617,0.02590257,38.73,101637.8,-9.390385
59113,0,-9.785102,0.3998317,0.4429273,-0.04422499,-0.002478842,0.02297148,38.73,101637.8,-9.390385
59187,0,-9.785102,0.3926491,0.4070143,-0.04582377,-0.006209318,0.03136505,38.73,101637.8,-9.390385
59237,0,-9.787497,0.4357447,0.3806781,-0.05115302,-0.005543161,0.0298995,38.73,101638.5,-9.442985
59310,0,-9.77792,0.4094085,0.4141969,-0.04688962,-0.005543161,0.02763457,38.73,101637.8,-9.390385
59360,0,-9.821015,0.4285621,0.4381389,-0.04795547,-0.009007175,0.02843396,38.73,101637.8,-9.390385
59434,0,-9.797073,0.4118027,0.4189853,-0.04902132,-0.009007175,0.02710165,38.73,101637.8,-9.337784
59484,0,-9.751583,0.3567361,0.2442086,-0.04395853,-0.005809624,0.02830073,38.73,101637.1,-9.337784
59560,0,-9.782708,0.4094085,0.3854665,-0.04422499,-0.005010237,0.02630226,38.73,101637.8,-9.390385
59610,0,-9.737218,0.4189853,0.4189853,-0.05168594,0.000585478,0.02643549,38.73,101638.5,-9.445489
59689,0,-9.821015,0.4213795,0.4333505,-0.04702285,-0.004477311,0.02576933,38.73,101639.2,-9.49809
59740,0,-9.758766,0.4213795,0.3495534,-0.04635669,-0.001812685,0.03043243,38.73,101638.5,-9.445489
59813,0,-9.765948,0.3878607,0.4094085,-0.05275179,-0.006742244,0.0260358,38.73,101639.2,-9.49809
59863,0,-9.77792,0.4261679,0.4501099,-0.04502438,-0.005543161,0.02910012,38.73,101638.5,-9.445489
59937,0,-9.756371,0.4118027,0.3878607,-0.05048686,-0.005676393,0.02923335,38.73,101638.5,-9.445489
59987,0,-9.816227,0.3926491,0.3998317,-0.05155272,-8.07E-05,0.02643549,38.73,101639.2,-9.49809
60060,0,-9.76116,0.4381389,0.3950433,-0.04449145,-0.008341019,0.02217209,38.73,101638.5,-9.445489
60110,0,-9.775525,0.4812346,0.3232172,-0.0498207,-0.002079148,0.02763457,38.73,101638.5,-9.445489
60204,0,-9.830592,0.3830723,0.3926491,-0.04196006,-0.008207787,0.02976627,38.73,101637.8,-9.390385
60254,0,-9.765948,0.4046201,0.3830723,-0.04662315,-0.0095401,0.03016597,38.73,101637.1,-9.337784
60308,0,-9.768343,0.4501099,0.4333505,-0.04915455,-0.000347141,0.02483671,38.73,101637.1,-9.337784
60358,0,-9.744401,0.3830723,0.4357447,-0.04995394,-0.008207787,0.03136505,38.73,101637.8,-9.390385
